"School Number","School Name","LA Code","Local Authority","Sector","Governance - see notes","WM Code","Welsh Medium Type - see notes","School Type","Religious Character","Address 1","Address 2","Address 3","Address 4","Postcode","Phone Number","Pupils - see notes","lon","lat"
6722086,"Brynmenyn Primary",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Heol Yr Ysgol","Tondu","Bridgend",NA,"CF32 9LA","01656 815850",225,-3.5805939,51.5515649
6722090,"Bryntirion Infants",672,"Bridgend","Primary","Community","EM","English medium","Nursery & Infants","---","Bryngolau","Bryntirion","Bridgend",NA,"CF31 4DD","01656 815860",152,-3.6025248,51.509273
6722103,"Cefn Cribwr Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Cefn Road","Cefn Cribbwr","Bridgend",NA,"CF32 0AW","01656 740293",180,-3.6506922,51.5311436
6722109,"Coety Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Heol-yr-Ysgol","Coity","Bridgend",NA,"CF35 6DH","01656 754990",419,-3.5648429,51.5270351
6722117,"Cwmfelin Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Maesteg Road","Cwmfelin","Maesteg","Bridgend","CF34 9LD","01656 815525",223,-3.6454398,51.5920424
6722122,"Ffaldau",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Albany Road","Pontycymmer","Bridgend",NA,"CF32 8HW","01656 815870",170,-3.5814836,51.609901
6722129,"Garth Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Mission Road","Garth","Maesteg","Bridgend","CF34 0ND","01656 815590",194,-3.6403895,51.6002683
6722146,"Coychurch Llangrallo Primary",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Main Road","Coychurch","Bridgend",NA,"CF35 5HN","01656 815880",151,-3.5269829,51.5077832
6722149,"Llangynwyd Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Heol Cadrawd","Llangynwyd","Maesteg","Bridgend","CF34 9TE","01656 733166",112,-3.6355274,51.5872449
6722172,"Nantyffyllon Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Garnwen Terrace","Nantyffyllon","Maesteg","Bridgend","CF34 0ET","01656 815740",271,-3.6631444,51.6199863
6722178,"Nantymoel Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Gwendoline Street","Nantymoel","Bridgend",NA,"CF32 7PL","01656 815670",183,-3.5387317,51.6175372
6722185,"Newton Primary",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","New Road","Porthcawl","Bridgend",NA,"CF36 5BL","01656 815780",267,-3.6920771,51.4816628
6722194,"Nottage County Primary",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Suffolk Place","Porthcawl","Bridgend",NA,"CF36 3ED","01656 815540",470,-3.7066862,51.4833398
6722220,"Pen-Y-Bont Primary",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Minerva Street","Bridgend",NA,NA,"CF31 1TD","01656 754860",369,-3.5745153,51.5088131
6722227,"Pil Primary",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Pyle Inn Way","Pyle","Bridgend",NA,"CF33 6AB","01656 815630",223,-3.6919526,51.5298541
6722232,"Plasnewydd Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Castle Street","Maesteg","Bridgend",NA,"CF34 9UN","01656 815770",276,-3.6590924,51.6102287
6722256,"Trelales Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Well Street","Laleston","Bridgend",NA,"CF32 0LF","01656 815610",222,-3.6228096,51.5032221
6722259,"Ygg Cynwyd Sant",672,"Bridgend","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Pen-Yr-Ysgol","Maesteg","Bridgend",NA,"CF34 9LN","01656 734235",293,-3.6593228,51.6044567
6722275,"Tynyrheol Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Heol Llangeinor","Llangeinor","Bridgend",NA,"CF32 8PN","01656 815820",82,-3.5635836,51.5772648
6722279,"Croesty Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Coychurch Road","Pencoed","Bridgend",NA,"CF35 5LY","01656 815890",222,-3.5020513,51.5205348
6722288,"Corneli Primary",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Greenfield Terrace","North Cornelly","Bridgend",NA,"CF33 4LW","01656 754870",256,-3.7037493,51.5220796
6722292,"Llangewydd Junior School",672,"Bridgend","Primary","Community","EM","English medium","Juniors","---","Llangewydd Road","Cefn Glas","Bridgend",NA,"CF31 4JT","01656 815530",339,-3.5988142,51.5110314
6722296,"Porthcawl Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Meadow Lane","Porthcawl",NA,NA,"CF36 5EY","01656 815660",188,-3.6905038,51.4861513
6722298,"Ysgol Gymraeg Bro Ogwr",672,"Bridgend","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Princess Way","Brackla","Bridgend",NA,"CF31 2LN","01656 815580",440,-3.5670033,51.513153
6722300,"Cefn Glas Infants",672,"Bridgend","Primary","Community","EM","English medium","Nursery & Infants","---","St Winifred's Road","Cefn Glas","Bridgend",NA,"CF31 4PL","01656 815690",192,-3.5904814,51.5135889
6722301,"West Park Primary",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","West Road","Nottage","Porthcawl",NA,"CF36 3SN","01656 815510",433,-3.7052443,51.4917707
6722304,"Afon Y Felin Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Heol y Parc","North Cornelly","Bridgend",NA,"CF33 4PA","01656 815750",135,-3.7032673,51.5258785
6722342,"Tondu Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Meadow Street","Aberkenfig","Bridgend",NA,"CF32 9BE","01656 815720",282,-3.6005286,51.5410827
6722358,"Ysgol Y Ferch O'r Sger",672,"Bridgend","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Greenfield Terrace","North Cornelly","Bridgend",NA,"CF33 4LW","01656 754865",192,-3.7037493,51.5220796
6722363,"Ysgol Gynradd Gymraeg Calon Y Cymoedd",672,"Bridgend","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Betws Road","Betws","Bridgend",NA,"CF32 8TD","01656 815810",156,-3.5882859,51.5684471
6722367,"Maes Yr Haul Broadlands",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Broadlands","Ffordd Tirion","Bridgend",NA,"CF31 5EG","01656 815600",576,-3.6017205,51.5030485
6722368,"Bryncethin Primary",672,"Bridgend","Primary","Community","EM","English medium","Infants & Juniors","---","Heol Canola","Bryncethin","Bridgend",NA,"CF32 9TH","01656 815840",299,-3.5725673,51.5427589
6722369,"Ogmore Vale Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Aber Road","Ogmore Vale","Bridgend",NA,"CF32 7AJ","01656 815640",389,-3.5400748,51.6048144
6722370,"Pencoed Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Penprysg Road","Pencoed","Bridgend",NA,"CF35 6RH","01656 815730",585,-3.4965546,51.5284294
6722371,"Oldcastle Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","South Street","Bridgend",NA,NA,"CF31 3ED","01656 815790",441,-3.5775527,51.5018138
6722372,"Brackla Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Brackla way","Brackla","Bridgend",NA,"CF31 2EZ","01656 815570",337,-3.5641484,51.5092926
6722373,"Caerau Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Library Road","Caerau","Maesteg",NA,"CF34 0PA","01656 815830",462,-3.6526075,51.6331653
6722374,"Litchard Primary",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Garfield Avenue","Litchard","Bridgend",NA,"CF31 1QB","01656 815685",458,-3.5776744,51.5226971
6722375,"Tremains Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Channel View","Brackla","Bridgend",NA,"CF31 2NL","01656 815900",494,-3.5530908,51.5089697
6722376,"Mynydd Cynffig Primary School",672,"Bridgend","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Pwll-Y-Gath Street","Kenfig Hill","Bridgend",NA,"CF33 6ET","01656 815760",449,-3.681555,51.5333064
6723013,"Penyfai Church In Wales",672,"Bridgend","Primary","Voluntary controlled","EM","English medium","Infants & Juniors","Church in Wales","Heol Eglwys","Penyfai","Bridgend",NA,"CF31 4LX","01656 815930",239,-3.5994509,51.5266378
6723311,"St. Mary`s & St. Patrick`s",672,"Bridgend","Primary","Voluntary aided","EM","English medium","Nursery, Infants & Juniors","Roman Catholic","Monica Street","Maesteg","Bridgend",NA,"CF34 9AY","01656 732349",214,-3.6547689,51.605916
6723315,"St. Robert's Rc Primary",672,"Bridgend","Primary","Voluntary aided","EM","English medium","Infants & Juniors","Roman Catholic","Danylan","Aberkenfig","Bridgend",NA,"CF32 9AB","01656 815515",191,-3.5965357,51.5361045
6723322,"St Mary's R C Primary School",672,"Bridgend","Primary","Voluntary aided","EM","English medium","Nursery, Infants & Juniors","Roman Catholic","Llangewydd Road","Bridgend",NA,NA,"CF31 4JW","01656 815560",253,-3.5861866,51.5092796
6723323,"Archdeacon John Lewis C In W",672,"Bridgend","Primary","Voluntary aided","EM","English medium","Nursery, Infants & Juniors","Church in Wales","C.I.W. Primary School","Brackla Way","Brackla",NA,"CF31 2JS","01656 815520",200,-3.5476046,51.5091356
6724059,"Cynffig Comprehensive",672,"Bridgend","Secondary","Community","EM","English medium","Secondary (ages 11-19)","---","East Avenue","Kenfig Hill","Bridgend",NA,"CF33 6NP","01656 740294",694,-3.678418,51.5274819
6724068,"Bryntirion Comprehensive.",672,"Bridgend","Secondary","Community","EM","English medium","Secondary (ages 11-19)","---","Merlin Crescent","Cefn Glas","Bridgend",NA,"CF31 4QR","01656 641100",1170,-3.5932932,51.5186017
6724071,"Maesteg Comprehensive School",672,"Bridgend","Secondary","Community","EM","English medium","Secondary (ages 11-19)","---","Ffordd Dysgu","Maesteg","Bridgend",NA,"CF34 0LQ","01656 815950",1024,-3.6529157,51.6128916
6724076,"Pencoed Comprehensive",672,"Bridgend","Secondary","Community","EM","English medium","Secondary (ages 11-19)","---","Coychurch Road","Pencoed","Bridgend",NA,"CF35 5LZ","01656 867100",888,-3.5009691,51.5197447
6724078,"Brynteg School",672,"Bridgend","Secondary","Community","EM","English medium","Secondary (ages 11-19)","---","Ewenny Road","Bridgend",NA,NA,"CF31 3ER","01656 641800",1412,-3.5776151,51.4977011
6724080,"Porthcawl Comprehensive School",672,"Bridgend","Secondary","Community","EM","English medium","Secondary (ages 11-19)","---","52 Park Avenue","Porthcawl","Bridgend",NA,"CF36 3ES","01656 774100",1219,-3.7108305,51.480414
6724085,"Ysgol Gyfun Gymraeg Llangynwyd",672,"Bridgend","Secondary","Community","WM","Welsh medium","Secondary (ages 11-19)","---","Llangynwyd","Maesteg","Bridgend",NA,"CF34 9RW","01656 815700",623,-3.6258851,51.5814507
6724086,"Coleg Cymunedol Y Dderwen",672,"Bridgend","Secondary","Community","EM","English medium","Secondary (ages 11-19)","---","Heol Yr Ysgol","Tondu","Bridgend",NA,"CF32 9EL","01656 815920",1214,-3.5862856,51.5467837
6724601,"Archbishop McGrath Catholic High School",672,"Bridgend","Secondary","Voluntary aided","EM","English medium","Secondary (ages 11-19)","Roman Catholic","Oak Tree Way","Brackla","Bridgend",NA,"CF31 2DN","01656 815500",800,-3.559194,51.5074694
6727003,"Heronsbridge Special School",672,"Bridgend","Special","Not Applicable","NA","Not applicable","Special (with post-16 provision)","---","Ewenny Road","Bridgend",NA,NA,"CF31 3HT","01656 653974",237,-3.5745639,51.4984517
6727012,"Ysgol Bryn Castell",672,"Bridgend","Special","Not Applicable","NA","Not applicable","Special (with post-16 provision)","---","Llangewydd Road","Cefn Glas","Bridgend",NA,"CF32 9NZ","01656 815595",122,-3.5664459,51.5549574
6731011,"Cogan Nursery School",673,"The Vale of Glamorgan","Nursery","Not Applicable","NA","Not applicable","Nursery","---","Cawnpore Street","Cogan","Penarth",NA,"CF64 2JU","02920 701193",60,-3.1902722,51.4424694
6731013,"Bute Cottage Nursery School",673,"The Vale of Glamorgan","Nursery","Not Applicable","NA","Not applicable","Nursery","---","Bute Lane","Off Grove Place","Penarth",NA,"CF64 2ET","02920 702957",87,-3.1788201,51.4385917
6732109,"Albert Primary School",673,"The Vale of Glamorgan","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Albert Road","Penarth",NA,NA,"CF64 1BX","02920 707682",445,-3.1722514,51.4416436
6732111,"Barry Island Primary School",673,"The Vale of Glamorgan","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Clive Road","Barry Island","Barry","Vale of Glamorgan","CF62 5UZ","01446 733807",258,-3.2739572,51.3959972
6732114,"Cogan Primary School",673,"The Vale of Glamorgan","Primary","Community","EM","English medium","Infants & Juniors","---","Pill Street","Cogan","Nr. Penarth","Vale of Glamorgan","CF64 2JS","02920 708497",206,-3.1887928,51.4431665
6732115,"Colcot Primary School",673,"The Vale of Glamorgan","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Florence Avenue","Barry","Vale of Glamorgan",NA,"CF62 9XH","01446 735719",330,-3.2775563,51.421672
6732117,"Fairfield Primary School",673,"The Vale of Glamorgan","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Dryden Road","Penarth",NA,NA,"CF64 2RT","02920 709035",321,-3.1847463,51.4401557
6732118,"Gladstone Primary School",673,"The Vale of Glamorgan","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Gladstone Road","Barry",NA,NA,"CF62 8NA","01446 735321",448,-3.2753058,51.4041672
6732120,"High Street Primary School",673,"The Vale of Glamorgan","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","St  Paul's Avenue","Barry","Vale of Glamorgan",NA,"CF62 8HT","01446 734553",235,-3.2782613,51.4027714
6732122,"Holton Primary School",673,"The Vale of Glamorgan","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Holton Road","Barry",NA,NA,"CF63 4TF","01446 734844",465,-3.2621173,51.4072431
6732124,"Jenner Park Primary School",673,"The Vale of Glamorgan","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Hannah Street","Barry","Vale of Glamorgan",NA,"CF63 1DG","01446 735587",239,-3.2624697,51.4110914
6732126,"Llancarfan Primary School",673,"The Vale of Glamorgan","Primary","Community","EM","English medium","Infants & Juniors","---","Llancarfan","Bonvilston","Barry",NA,"CF62 3AD","01446 781375",106,-3.3647756,51.4228173
6732127,"Llanfair Primary School",673,"The Vale of Glamorgan","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","The Herberts","St Mary Church","Nr. Cowbridge","Vale of Glamorgan","CF71 7LT","01446 772245",138,-3.422873,51.4309916
6732128,"Llangan Primary School",673,"The Vale of Glamorgan","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Llangan","Nr. Bridgend","Vale of Glamorgan",NA,"CF35 5DR","01446 772403",126,-3.4857173,51.4889555
6732131,"Palmerston Primary School",673,"The Vale of Glamorgan","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Pen-y-Bryn","Cadoxton","Barry",NA,"CF63 2XL","01446 747393",242,-3.2395497,51.4168158
6732133,"Rhws County Primary School",673,"The Vale of Glamorgan","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Fontygary Road","Rhoose","Barry",NA,"CF62 3DS","01446 710258",435,-3.3522912,51.388862
6732136,"Sully Primary School",673,"The Vale of Glamorgan","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Burnham Avenue","Sully","Penarth",NA,"CF64 5SU","02920 530377",407,-3.2155829,51.4049975
6732138,"Victoria Primary School",673,"The Vale of Glamorgan","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Cornerswell Road","Penarth",NA,NA,"CF64 2UZ","02920 709225",530,-3.1799931,51.4369176
6732144,"St Athan Primary School",673,"The Vale of Glamorgan","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Rock Road","St Athan","Barry",NA,"CF62 4PG","01446 751480",227,-3.4091331,51.4018342
6732146,"St Illtyd Primary School",673,"The Vale of Glamorgan","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Station Road","Llantwit Major",NA,NA,"CF61 1ST","01446 796335",405,-3.4842373,51.409644
